title,location,link
"NIVEA DoShakara Pack - Nourishing Cocoa Body Lotion - 400ml (Pack Of 3)₦ 10,81017%",Unknown,/doshakara-pack-nourishing-cocoa-body-lotion-400mlpack-of-3-nivea-mpg1657642.html
"Dettol Cool Anti-Bacterial Soap - 70G (Pack Of 6)₦ 3,68214%",Unknown,/cool-anti-bacterial-soap-65g-pack-of-6-dettol-mpg1596914.html
"Aichun Beauty Carrot Face Brightening Serum- 99% Oil FREE Extract₦ 2,49975%",Unknown,/aichun-beauty-carrot-face-brightening-serum-99-oil-free-extract-331151257.html
"Unique Shoes Sneakers Wet Wipes 1 Pack - Shoe Shine WIPES₦ 2,79972%",Unknown,/generic-unique-shoes-sneakers-wet-wipes-1-pack-shoe-shine-wipes-393314668.html
"Dettol Antibacterial Bathing Soap - 110g₦ 1,22714%",Unknown,/antibacterial-bathing-soap-110g-dettol-mpg1635792.html
"Prestige Studio Makeup Perfecting Finish Foundation  - Bisque₦ 4,950",Unknown,/prestige-studio-makeup-perfecting-finish-foundation-bisque-405136.html
"Dr Rashell Anti-aging 60++ SPF Moisture Sun Spray₦ 6,000",Unknown,/dr-rashell-anti-aging-60-spf-moisture-sun-spray-258657933.html
"Hair Jaws Big Butterflies Hair Grips Silver₦ 5,59850%",Unknown,/generic-hair-jaws-big-butterflies-hair-grips-silver-202589450.html
"Elegant Women's Maxi Dress Graceful Style For Every Occasion₦ 8,88840%",Unknown,/fashion-elegant-womens-maxi-dress-graceful-style-for-every-occasion-400650345.html
"Sexy Long Skinny Jeans, Perfect Fit For Your Curves₦ 12,88832%",Unknown,/fashion-sexy-long-skinny-jeans-perfect-fit-for-your-curves-397577917.html
"COOFENRISY Men's Flower Casual Button Down Short Sleeve Hawaiian Shirt Suits₦ 6,23049%",Unknown,/coofenrisy-mens-flower-casual-button-down-short-sleeve-hawaiian-shirt-suits-360916888.html
"Mateamoda Men Business Casual Shoes₦ 4,80038%",Unknown,/mens-casual-loafers-shoes-black-fashion-mpg4079103.html
"Yixin 3 PCS/Sets Tshirt T-shirt Men Polo Shirt Men Clothes Men₦ 9,37643%",Unknown,/yixin-3-pcssets-tshirt-t-shirt-men-polo-shirt-men-clothes-men-258798511.html
"Mateamoda Women Shoes Sandals Slippers Heels Wedge Ladies Shoes Casual Shoes₦ 8,94315%",Unknown,/mateamoda-women-shoes-sandals-slippers-heels-wedge-ladies-shoes-casual-shoes-348769912.html
"4pcs Men Underwear Boxers Panties Comfortable Soft₦ 5,699 - ₦ 6,20025%",Unknown,/fashion-4pcs-men-underwear-boxers-panties-comfortable-soft-194785857.html
"New Arrival Summer Women's Shirt Sexy Strap Tank Top₦ 3,88844%",Unknown,/fashion-new-arrival-summer-womens-shirt-sexy-strap-tank-top-389863585.html
"camiwind 2pcs T Shirt + Shorts Thin Little Boys Clothing Set-Orange₦ 5,87949%",Unknown,/camiwind-2pcs-t-shirt-shorts-thin-little-boys-clothing-set-orange-364239420.html
"Infant Baby Girls Cotton Linen Ruffler Sleevless Delicated Embroidery Swing Dress₦ 5,80549%",Unknown,/fashion-infant-baby-girls-cotton-linen-ruffler-sleevless-delicated-embroidery-swing-dress-303230053.html
"Women Shoes Sneakers Breathable Sports Shoes Ladies Shoes-Grey₦ 3,860 - ₦ 4,89045%",Unknown,/fashion-women-shoes-sneakers-breathable-sports-shoes-ladies-shoes-grey-381946512.html
"Catpapa 0-18Months Baby Girl Summer Ribbed Bodysuit Floral Pants Set₦ 12,18245%",Unknown,/catpapa-0-18months-baby-girl-summer-ribbed-bodysuit-floral-pants-set-239880871.html
"2 Pieces  Leather Automatic Buckle Belt - Black And Golden₦ 5,82539%",Unknown,/generic-2-pieces-leather-automatic-buckle-belt-black-and-golden-251191214.html
"Ace Elec 14.1'' Intel(R)Pentium(R) CPU N3700 16GB+128GB - Silver₦ 220,442",Unknown,/ace-elec-14.1-intelrpentiumr-cpu-n3700-16gb128gb-silver-369784891.html
"Ace Elec ACE 14.1'' Intel Celeron J4105 4Core CPU 16GB+512GB Laptop SILVER₦ 890,000",Unknown,/ace-elec-ace-14.1-intel-celeron-j4105-4core-cpu-16gb512gb-laptop-silver-376625847.html
"900*400mm Oversized Mouse Pad Mat₦ 5,69947%",Unknown,/generic-900400mm-oversized-mouse-pad-mat-135460612.html
"Hp EliteBook 840 G7 10th Gen Intel Core I5 Touchscreen 16GB RAM/512GB SSD Win 11 Pro₦ 550,00013%",Unknown,/elitebook-840-g6-intel-core-i5-16gb-ram512gb-ssdbacklit-keyboardfp-reader-windows-11-pro-bag-hp-mpg4091619.html
"OPPO 64GB/128GB/256GBClass 10 Micro SD Card Video Card TF Flash Card₦ 8,49972%",Unknown,/oppo-64gb128gb256gbclass-10-micro-sd-card-video-card-tf-flash-card-generic-mpg5634517.html
"10 Inch Bluetooth Keyboard Rechargeable For Phone Tablet-VSC₦ 9,35047%",Unknown,/generic-10-inch-bluetooth-keyboard-rechargeable-for-phone-tablet-vsc-253793407.html
"Macbook PRO Laptop A1278 13.3 Inch Core I5 2.5GHz 8GB RAM 500GB EN/AR Keyboard₦ 211,200",Unknown,/renewed-macbook-pro-laptop-a1278-13.3-inch-core-i5-2.5ghz-8gb-ram-500gb-enar-keyboard-396858845.html
"Hp EliteBook 840 G7 Intel Core I5 Touchscreen 16GB RAM/1TB SSD/Backlit Keyboard/FP Win 11 Pro₦ 585,00014%",Unknown,/hp-elitebook-840-g7-intel-core-i5-touchscreen-16gb-ram1tb-ssdbacklit-keyboardfp-win-11-pro-295793877.html
"Document Shredder Useful Hand Shredder Paper Cutting Machine₦ 55,20927%",Unknown,/generic-document-shredder-useful-hand-shredder-paper-cutting-machine-202304020.html
"Rechargeable Wireless Bluetooth Mouse(2.4Ghz)--BLACK₦ 4,19953%",Unknown,/generic-rechargeable-wireless-bluetooth-mouse2.4ghz-black-350646467.html
"10.1in Electronic Digital LCD Writing Pad Tablet Drawing Graphics Board w/ Case Notebook Red₦ 45,79949%",Unknown,/generic-10.1in-electronic-digital-lcd-writing-pad-tablet-drawing-graphics-board-w-case-notebook-red-404942915.html
"T-Wolf ACE ELEC 6D 720H Long Battery Rechargeable Gaming Mouse₦ 8,04049%",Unknown,/t-wolf-ace-elec-6d-720h-long-battery-rechargeable-gaming-mouse-81079270.html
"1 M 1 MB 1MB Memory Card Stick For Play Station 1 PS One PS1 PS 1 PSX Game White₦ 11,12250%",Unknown,/1-m-1-mb-1mb-memory-card-stick-for-play-station-1-ps-one-ps1-ps-1-psx-game-white-generic-mpg7563551.html
"14"" Laptop N3350 6GB+192GB SSD Portable Computer Student Pc₦ 213,67730%",Unknown,/generic-14-laptop-n3350-6gb192gb-ssd-portable-computer-student-pc-374179541.html
"Solid State Drive SATA3.0 120GB 240GB 512GB 960GB 2TB SSD₦ 13,970",Unknown,/generic-solid-state-drive-sata3.0-120gb-240gb-512gb-960gb-2tb-ssd-277586498.html
"TiLECC Wireless Earphones Bluetooth 5.3 Slide Cover Long Life₦ 5,92743%",Unknown,/tilecc-wireless-earphones-bluetooth-5.3-slide-cover-long-life-253080205.html
"Infinix Buds Lite XE23 ENC Wireless Earbuds  Powerful Sound₦ 12,561",Unknown,/infinix-buds-lite-xe23-enc-wireless-earbuds-powerful-sound-377718318.html
"itel PowerPulseⅠ A1480 Power-Bank 30000mAh 22.5W Fast Charging Type-C₦ 30,00035%",Unknown,/itel-powerpulse-a1480-power-bank-30000mah-22.5w-fast-charging-type-c-387191227.html
"XIAOMI Band 6 Fitness Tracker Bluetooth Watch₦ 59,39830%",Unknown,/xiaomi-band-6-fitness-tracker-bluetooth-watch-77373461.html
"Ace Elec 20000 MAh Ultra Slim Portable Power Bank₦ 8,000",Unknown,/ace-elec-20000-mah-ultra-slim-portable-power-bank-239880320.html
"Oraimo SpaceBuds Neo True Wireless Spatial Earphone₦ 14,50023%",Unknown,/oraimo-spacebuds-neo-true-wireless-spatial-earphone-400944709.html
"FreeYond Pods 1 Earphones BT5.3 Wireless ENC Earbuds₦ 16,30138%",Unknown,/freeyond-pods-1-earphones-bt5.3-wireless-enc-earbuds-214214065.html
"M26 Intelligence Watch Telephone Watch Call Reminds That The Cellular Phone Watch Can Wear Watch₦ 17,86029%",Unknown,/generic-m26-intelligence-watch-telephone-watch-call-reminds-that-the-cellular-phone-watch-can-wear-watch-49294687.html
"EAGEAT F9 Bluetooth Headset Headphones Fingerprint Touch₦ 4,38749%",Unknown,/wireless-fingerprint-touch-bluetooth-earphone-with-power-display-winwolf-mpg4310460.html
"Ace Elec 10000mAh 15W Wireless Charging Magnetic Power Ban-k₦ 15,50061%",Unknown,/ace-elec-10000mah-15w-wireless-charging-magnetic-power-ban-k-400199859.html
"GUEETON Bluetooth Selfie Stick Tripod + Fill Light +Shutter Remote₦ 4,67237%",Unknown,/gueeton-bluetooth-selfie-stick-tripod-fill-light-shutter-remote-106334121.html
"Ace Elec Ace Aipods Pro2 Wireless Stereo Bluetooth Earphones₦ 4,55054%",Unknown,/ace-elec-ace-aipods-pro2-wireless-stereo-bluetooth-earphones-394431135.html
"White Label Mobile Phone Stand With 6"" LED Ring Light - Black/White₦ 6,85014%",Unknown,/white-label-mobile-phone-stand-with-6-led-ring-light-blackwhite-373740970.html
"Oraimo Type-C And Micro-USB Port Power-Bank 20000mAh Fast Charging₦ 23,19045%",Unknown,/oraimo-type-c-and-micro-usb-port-power-bank-20000mah-fast-charging-107887644.html
"itel TWS BudsAce Earbuds Earpods Buds Ace ENC Super Bass 35 Hours₦ 12,80049%",Unknown,/itel-tws-budsace-earbuds-earpods-buds-ace-enc-super-bass-35-hours-359981008.html
"EAGEAT Unisex Anti Blue Light Protective Computer Screen Glasses₦ 2,76118%",Unknown,/eageat-unisex-anti-blue-light-protective-computer-screen-glasses-216721027.html
"Short Sleeve T-Shirt & Shorts Set - 2 Piece₦ 7,50049%",Unknown,/fashion-short-sleeve-t-shirt-shorts-set-2-piece-351429251.html
"PHILLY T900 Ultra 2.19inch Smart Watch Full Touch Watch₦ 7,49964%",Unknown,/generic-philly-t900-ultra-2.19inch-smart-watch-full-touch-watch-402081720.html
"EAGEAT 7 Speed Electric Hand Mixer Whisk Egg Beater Cake Baking₦ 7,99960%",Unknown,/7-speed-electric-hand-mixer-whisk-egg-beater-cake-baking-scarlett-mpg4310464.html
"EAGEAT 10 Speed Adjustable Laptop Stand+phone Stand₦ 3,59941%",Unknown,/eageat-10-speed-adjustable-laptop-standphone-stand-240827727.html
"4 Cups Toothbrush Holder With Rack Toothpaste Squeezer₦ 6,90054%",Unknown,/generic-4-cups-toothbrush-holder-with-rack-toothpaste-squeezer-278219307.html
"260mL Mist Humidifier Diffuser Colorful Night Light Quiet₦ 5,56047%",Unknown,/260ml-mist-humidifier-diffuser-colorful-night-light-quiet-generic-mpg2819139.html
"BLWOENS Women's T-Shirt Printed Short Sleeved Base Shirt-Red₦ 4,7847%",Unknown,/blwoens-womens-t-shirt-printed-short-sleeved-base-shirt-red-364039791.html
"FYLO MINI Bluetooth Portable Soundbar HIFI Speaker₦ 3,20045%",Unknown,/fylo-mini-bluetooth-portable-soundbar-hifi-speaker-397940403.html
"2.4G Wireless Mouse Ultra-thin Mute Mouse 4 Keys - Blue₦ 3,96047%",Unknown,/generic-2.4g-wireless-mouse-ultra-thin-mute-mouse-4-keys-blue-253070316.html
"Intelligent Body Fat Scale Weight Scale Home Bluetooth USB₦ 9,78047%",Unknown,/generic-intelligent-body-fat-scale-weight-scale-home-bluetooth-usb-269191748.html
"TWS Bluetooth Earphones Sports Wireless Headphones With Mic₦ 4,99947%",Unknown,/generic-tws-bluetooth-earphones-sports-wireless-headphones-with-mic-302899077.html
"Maxfine Matte Liquid Lipstick Waterproof Lip Gloss Lasting Makeup-07₦ 3,40049%",Unknown,/maxfine-matte-liquid-lipstick-waterproof-lip-gloss-lasting-makeup-07-367940087.html
"Digital Luggage Scale Portable Travel Luggage Scale₦ 4,52549%",Unknown,/digital-luggage-scale-portable-travel-luggage-scale-generic-mpg9587255.html
"4 In 1 PU Leather Handbag Set - Pink₦ 9,75019%",Unknown,/fashion-4-in-1-pu-leather-handbag-set-pink-373643585.html
"Jameson Irish Whiskey 70cl₦ 19,80017%",Unknown,/jameson-irish-whiskey-70cl-96806464.html
"Malta Guinness Can 330ml x24 + One Free Can₦ 15,20015%",Unknown,/malta-guinness-can-330ml-x24-one-free-can-404812184.html
"Johnnie Walker Red Pocket Size 20cl₦ 5,483",Unknown,/johnnie-walker-red-pocket-size-20cl-83821485.html
"Bigi Cola 60Cl (1 Pack)₦ 6,00014%",Unknown,/bigi-cola-60cl-1-pack-401698163.html
"Bombay Sapphire London Dry Gin 75cl + 2 cans of Tonic Water 33cl₦ 19,812",Unknown,/bombay-sapphire-london-dry-gin-75cl-2-cans-of-tonic-water-33cl-388506489.html
"Heineken Sleek Can 33cl x 24₦ 17,200",Unknown,/heineken-sleek-can-33cl-x-24-92196969.html
"Nescafe Classic Sticks 1.5g X150₦ 18,2009%",Unknown,/nescafe-classic-sticks-1.5g-x150-87162168.html
"Johnnie Walker Green Label 70cl₦ 74,892",Unknown,/johnnie-walker-green-label-70cl-83821474.html
"Sosa Orange Passion Mango Fruit Drink 35Cl (1 Pack)₦ 6,15013%",Unknown,/sosa-orange-passion-mango-fruit-drink-35cl-1-pack-401698297.html
"Singleton Single Malt Scotch Whisky 15 Years Old Fruit Decadence 700ml₦ 129,866",Unknown,/singleton-single-malt-scotch-whisky-15-years-old-fruit-decadence-700ml-395492489.html
"Monster Can Green 44cl x24₦ 22,743",Unknown,/monster-can-green-44cl-x24-81076467.html
"Wolf Blass Cabernet Sauv 750ml₦ 12,15315%",Unknown,/wolf-blass-cabernet-sauv-750ml-86489688.html
"William Lawson's Finest Blended Scotch Whisky 20cl₦ 4,623",Unknown,/william-lawsons-finest-blended-scotch-whisky-20cl-258410328.html
"Martini Brut Sparkling Wine 75cl₦ 12,878",Unknown,/martini-brut-sparkling-wine-75cl-83118663.html
"Martell Cognac XO 70cl₦ 267,7143%",Unknown,/cognac-xo-75cl-martell-mpg1199782.html
electronics,Unknown,https://www.jumia.com.ng/electronics/
mobile phones,Unknown,https://www.jumia.com.ng/mobile-phones/
Jumia Official Store,Unknown,https://www.jumia.com.ng/mlp-official-stores/
women's fashion,Unknown,https://www.jumia.com.ng/womens-fashion/
men's fashion,Unknown,https://www.jumia.com.ng/mens-fashion/
baby clothes,Unknown,https://www.jumia.com.ng/babies-clothing/
health and beauty,Unknown,https://www.jumia.com.ng/health-beauty/
washing machines,Unknown,https://www.jumia.com.ng/mlp-best-home-appliances-deals/appliances-washers-dryers/
air conditioner,Unknown,https://www.jumia.com.ng/air-conditioning/
smartphones,Unknown,https://www.jumia.com.ng/mobile-phones/
televisions,Unknown,https://www.jumia.com.eg/televisions/
audio devices,Unknown,https://www.jumia.com.ng/mlp-home-entertainment/home-theatre/
PlayStation,Unknown,https://www.jumia.com.ng/playstation4-consoles/
flash sales,Unknown,https://www.jumia.com.ng/flash-sales/
Half Price Deals,Unknown,https://www.jumia.com.ng/mlp-halfprice-store/
Jumia Express,Unknown,https://www.jumia.com.ng/mlp-free-delivery/
Jumia Global,Unknown,https://www.jumia.com.ng/mlp-global-stores/
Jumia Tech Week,Unknown,https://www.jumia.com.ng/mlp-tech-week/
I accept the Legal Terms,Unknown,https://www.jumia.com.ng/sp-privacy/
Help Center,Unknown,https://www.jumia.com.ng/sp-help-center/
Service Center,Unknown,https://www.jumia.com.ng/mlp-service-centers/
How to shop on Jumia?,Unknown,https://www.jumia.com.ng/sp-help-center/
Delivery options and timelines,Unknown,https://www.jumia.com.ng/sp-help-center/?page=track+your+order
How to return a product on Jumia?,Unknown,https://www.jumia.com.ng/sp-help-center/?page=create+a+return/
Corporate and bulk purchases,Unknown,https://www.jumia.com.ng/sp-jumia-corporate/
Report a Product,Unknown,https://forms-prod2.sprinklr.com/guided-workflows/64351818df46305b9c8ba24e?gwId=65264ff2645a674786de59da&viewType=FULL_PAGE
Dispute Resolution Policy,Unknown,https://www.jumia.com.ng/sp-dispute-resolution/
Returns & Refund Timeline,Unknown,https://www.jumia.com.ng/sp-help-center/?page=create+a+return/
Return Policy,Unknown,https://www.jumia.com.ng/sp-returns-refunds-policy/
Pickup Stations,Unknown,https://www.jumia.com.ng/sp-pickup-stations/
Jumia careers,Unknown,https://www.jumia.com.ng/sp-careers/
Jumia Express,Unknown,https://www.jumia.com.ng/mlp-free-delivery/
Terms and Conditions,Unknown,https://www.jumia.com.ng/sp-terms-of-use/
Privacy Notice,Unknown,https://www.jumia.com.ng/sp-privacy/
Jumia Store Credit Terms & Conditions,Unknown,https://www.jumia.com.ng/sp-jumia-store-credit-terms/
Jumia Payment Information Guidelines,Unknown,/sp-payment-information-guidelines/
Cookie Notice,Unknown,https://www.jumia.com.ng/sp-cookie-notice/
Jumia Global,Unknown,https://www.jumia.com.ng/mlp-global-stores/
Official Stores,Unknown,https://www.jumia.com.ng/mlp-official-stores/
Flash Sales,Unknown,https://www.jumia.com.ng/flash-sales/
Sell on Jumia,Unknown,https://www.jumia.com.ng/sp-marketplace-vendor/
Become a Sales Consultant,Unknown,https://www.jumia.com.ng/sp-jforce/
Ivory Coast,Unknown,https://www.jumia.ci/
Sell on Jumia,Unknown,/marketplace-vendor/
Help Center,Unknown,https://www.jumia.com.ng/sp-help-center/
Place an order,Unknown,https://www.jumia.com.ng/sp-help-center/?page=place+an+order
Payment options,Unknown,https://www.jumia.com.ng/sp-help-center/?page=pay+for+your+order
Track an order,Unknown,https://www.jumia.com.ng/sp-help-center/?page=track+your+order
Cancel an order,Unknown,https://www.jumia.com.ng/sp-help-center/?page=cancel+an+order
Returns & Refunds,Unknown,https://www.jumia.com.ng/sp-help-center/?page=create+a+return
Privacy and Cookie notice,Unknown,/sp-privacy/
Small Appliances,Unknown,/kitchen-dinning-small-appliances/
Deep Fryers,Unknown,/deep-fryers/
Rice Cookers,Unknown,/rice-cooker/
Toasters & Ovens,Unknown,/ovens-toasters/
Vacuum Cleaners,Unknown,/vacuum-cleaners/
Yam Pounders,Unknown,/yam-pounder/
Electric Cookware,Unknown,https://www.jumia.com.ng/electric-cookware/
Electric Drink Mixers,Unknown,https://www.jumia.com.ng/electric-drink-mixers/
Food Processors,Unknown,https://www.jumia.com.ng/food-processors/
Coffee Makers,Unknown,https://www.jumia.com.ng/coffee-makers/
Electric Pressure Cookers,Unknown,https://www.jumia.com.ng/electric-pressure-cookers/
Large Appliances,Unknown,/home-improvement-appliances/
Washing Machines,Unknown,/appliances-washers-dryers/
Air Conditioners,Unknown,/air-conditioners-d/
Air Purifiers,Unknown,/air-purifier/?shipped_from=country_local
Water Dispensers,Unknown,/water-dispenser/
Generators & Inverters,Unknown,/patio-lawn-garden/
Home Appliances,Unknown,/home-office-appliances/
Phones & Tablets,Unknown,/phones-tablets/
Mobile Phones,Unknown,/mobile-phones/
Smartphones,Unknown,/smartphones/
Android Phones,Unknown,/android-phones/
Basic Phones,Unknown,/cell-phones/
Refurbished Phones,Unknown,/mlp-refurbished-phones/
Rugged Phones,Unknown,/mlp-rugged-phone/
Cordless Telephones,Unknown,https://www.jumia.com.ng/cordless-telephones/
Dual Sim Phones,Unknown,https://www.jumia.com.ng/mlp-dual-sim/
Android Tablets,Unknown,/other-tablets/
Educational Tablets,Unknown,/educational-tablets/
Tablet Accessories,Unknown,/tablet-accessories/
Amazon Fire Tablets,Unknown,https://www.jumia.com.ng/mlp-amazon-fire-tablet/
Microsoft Tablets,Unknown,https://www.jumia.com.ng/tablets/microsoft/
Mobile Accessories,Unknown,/mobile-accessories/
Accessory Kits,Unknown,/mobile-phone-accessory-kits/
Battery Chargers,Unknown,/mobile-phone-chargers-adaptors/
Bluetooth Headsets,Unknown,/mobile-phone-bluetooth-headsets/
Car Accessories,Unknown,/mobile-phones-car-accessories/
Earphones & Headsets,Unknown,/mobile-phone-headsets/
MicroSD Cards,Unknown,/micro-sd-cards/
Screen Protectors,Unknown,/mobile-phone-screen-protectors/
Selfie Sticks & Tripods,Unknown,/selfie-sticks-tripods/
Smart Watches,Unknown,/smart-watches/
Power Banks,Unknown,/mobile-phone-accessories-power-banks/
Phone Camera Lenses,Unknown,https://www.jumia.com.ng/mlp-phone-lenses/
Top Smartphones,Unknown,/smartphones/
iPhone 15 & 15 Pro Max,Unknown,/mlp-iphone-15/
Samsung Galaxy S24 & S24 Ultra,Unknown,/mlp-samsung-galaxy-s24/
Tecno Spark 20 & 20 Pro,Unknown,/catalog/?q=iphone+11
Itel S23 & S23 Plus,Unknown,/mlp-itel-s23/
Infinix Smart 8,Unknown,/mlp-infinix-smart-8/
Xiaomi Redmi 13c,Unknown,/mlp-xiaomi-redmi-13c/
Infinix Hot 40i,Unknown,/mlp-infinix-hot-40i/
Tecno Pop 8,Unknown,/mlp-tecno-pop-8/
Top Phone Brands,Unknown,mlp-official-stores/mobile-phones/
Health & Beauty,Unknown,/health-beauty/
Concealers & Color Correctors,Unknown,/concealers-neutralizers-makeup/
Eyeliner & Kajal,Unknown,/eyeliner-makeup/
Personal Care,Unknown,/personal-care-d/
Sunscreens & Tanning Products,Unknown,/personal-skin-care-sunscreens-tanning-products/
Contraceptives & Lubricants,Unknown,/safer-sex-products/
Piercing & Tattoo Supplies,Unknown,/personal-care-styling-piercing-tattoo-supplies/
Deodorants & Antiperspirants,Unknown,/styling-products-deodorant-antiperspirants/
Hair Cutting Tools,Unknown,/hair-cutting-tools/
Shampoo & Conditioner,Unknown,/shampoo-conditioner-sets/
Wigs & Accessories,Unknown,/extensions-wigs-accessories/
Teeth Whitening,Unknown,/teeth-whitening/
Health Care,Unknown,/health-care/
Medical Supplies & Equipment,Unknown,/medical-supplies-equipment/
Alternative Medicine,Unknown,/alternative-medicine/
Feminine Care,Unknown,/feminine-hygiene/
Diabetes Care,Unknown,/diabetes-care/
Vitamins & Dietary Supplements,Unknown,/sp-supplement-disclaimer/
Vitamins & Minerals,Unknown,/sp-supplement-disclaimer-vitamins/
Supplements,Unknown,/sp-supplement-disclaimer/
Multi & Prenatal Vitamins,Unknown,/sp-supplement-disclaimer-health-supliment-multi-prenatal-Vitamins/
Home & Office,Unknown,/home-office/
Home & Kitchen,Unknown,/home-kitchen/
Home Furniture,Unknown,/home-kitchen-furniture/
Vacuums & Floor Care,Unknown,/floor-care/
Small Appliances,Unknown,/kitchen-dinning-small-appliances/
Cutlery & Knife Accessories,Unknown,/cutlery-kinfe-accessories/
Office Products,Unknown,/office-products/
Office & School Supplies,Unknown,/office-school-supplies/
Office Furniture & Lighting,Unknown,/office-furniture-lighting/
Packaging Materials,Unknown,/packing-materials/
Home & Office Furniture,Unknown,/home-furniture/
Kitchen & Dining,Unknown,/kitchen-dining-room-furniture/
Storage & Organization,Unknown,/storage-organization-home-office/
Outdoor & Garden,Unknown,/patio-lawn-garden/
Electronics,Unknown,/electronics/
Television & Video,Unknown,/electronic-television-video/
Televisions,Unknown,/televisions/
LED & LCD TVs,Unknown,/led-lcd-tvs/
QLED & OLED TVs,Unknown,/oled-tvs/
Smart TV 32 Inches,Unknown,/mlp-32-inch-smart-tvs/
Smart TV 43 Inches,Unknown,/mlp-smart-tv-43-inches/
Smart TV 55 Inches,Unknown,/mlp-55-inch-smart-tv/
TV Accessories,Unknown,/tv-accessories-parts/
DVD Players & Recorders,Unknown,/electronics-dvd-players/
Cameras & Photos,Unknown,/cameras/
Digital Cameras,Unknown,/digital-cameras/
Video Surveillance,Unknown,/video-surveillance/
CCTV Cameras,Unknown,/mlp-cctv-cameras/
Compact Cameras,Unknown,/dgital-compact-cameras/
SLR Digital Cameras,Unknown,/digital-slr-cameras/
Professional Video Cameras,Unknown,/professional-video-cameras/
Sport & Action Cameras,Unknown,/action-4865/
Instant Cameras,Unknown,/mlp-instant-camera/
Drones with Camera,Unknown,/quadcopters-video-quadcopters-accessories/
Home Theatre Systems,Unknown,/home-theatre/
Receivers & Amplifiers,Unknown,/home-theatre-systems-receivers-amplifiers/
LG Home Theater System,Unknown,/home-theatre/lg/
Hisense Sound Bar,Unknown,/home-theatre-systems-sound-bars/hisense/
Bluetooth Speakers,Unknown,/bluetooth-speakers/
Generators & Portable Power,Unknown,/generators-portable-power/
Power Inverters,Unknown,/inverters/
Solar & Wind Power,Unknown,/solar-wind-power/
Lithium Battery,Unknown,/lithium-battery/
Battery Charger,Unknown,/household-battery-chargers/
Women's Fashion,Unknown,/womens-fashion/?source=flmenu
Accessories,Unknown,/womens-fashion-accessories/
Handbags & Wallets,Unknown,/womens-bags/
Underwear & Sleepwear,Unknown,/womens-fashion-underwear-sleepwear/
Traditional,Unknown,/womens-traditional/
Beach & Swimwear,Unknown,/womens-beach-swimwear/
Women Costumes & Accessories,Unknown,/womens-costumes-accessories/
Kid's Fashion,Unknown,/kids-fashion/
Boy's Fashion,Unknown,/boys-fashion/
Girl's Fashion,Unknown,/teen-girls-fashion/
Men's Fashion,Unknown,/mens-fashion/?source=flmenu
Accessories,Unknown,/mens-fashion-accessories/
Underwear & Sleepwear,Unknown,/mens-underwear-sleepwear/
Traditional & Cultural Wear,Unknown,/fashion-mens-fashion-traditional-cultural-wear/
Polo Shirts,Unknown,/mens-polos/
Trousers & Chinos,Unknown,/mens-pants/
ALL FASHION,Unknown,/category-fashion-by-jumia/
Luggage & Travel Gear,Unknown,/luggage-travel-gear/
Traditional & Cultural Wear,Unknown,/traditional-cultural-wear/
"Uniforms, Work & Safety",Unknown,/uniforms-work-safety-fashion/
Men's Watches,Unknown,/mens-watches/
Women's Watches,Unknown,/womens-watches/
Men's Sunglasses,Unknown,/mens-sunglasses/
Women's Sunglasses,Unknown,/womens-accessories-sunglasses/
Supermarket,Unknown,https://www.jumia.com.ng/groceries/
Food Cupboard,Unknown,/food-cupboard-supplies/
Grains & Rice,Unknown,/dried-beans-grains-rice/
Pasta & Noodles,Unknown,/noodles-3404/
"Herbs, Spices & Seasoning",Unknown,/herbs-spices-seasonings/
Malt Drinks,Unknown,/malt-drinks/
Cooking Oil,Unknown,/cooking-oil/
Milk & Cream,Unknown,/grocery-milk-cream/
Energy Drink,Unknown,/energy-drinks/
Bottled Beverages,Unknown,/bottled-beverages-water-drink-mixes/
Household Cleaning,Unknown,/household-cleaning/
Air Fresheners,Unknown,/air-fresheners-d/
Toilet Paper & Wipes,Unknown,/wet-wipes/
Bathroom Cleaners,Unknown,/household-bathroom-toilet-cleaners/
Dishwashing,Unknown,/dishwashing-products/
Cleaning Tools,Unknown,/household-cleaning-tools/
"Beer, Wine & Spirits",Unknown,/beers-wine-spirits/
Champagne & Sparkling Wine,Unknown,/champagne-sparkling-wine/
Baby Products,Unknown,/baby-products/
Disposable Diapers,Unknown,/baby-disposable-diapers/
Bottle Feeding,Unknown,/baby-bottle-feeding/
Wipes & Refills,Unknown,/baby-wipes-refills/
Gaming Laptops,Unknown,/gaming-laptops/
HP Elitebook,Unknown,/mlp-hp-elitebook/
Dell Latitude,Unknown,/mlp-dell-latitude/
Lenovo Thinkpad,Unknown,/mlp-lenovo-thinkpad/
Asus Zenbook,Unknown,/mlp-asus-zenbook/
Data Storage,Unknown,/computer-data-storage/
External Hard Drives,Unknown,/external-hd/
USB Flash Drives,Unknown,/flash-drives/
External Solid State,Unknown,/external-solid-state-drives/
Inkjet Printers,Unknown,/inkjet-printers/
Laser Printers,Unknown,/laser-printers/
Printer Ink & Toner,Unknown,/printer-ink-toner/
Computer Accessories,Unknown,/computing-accessories/
Keyboards & Mice,Unknown,/keyboards-mice-accessories/
PC Gaming Hardware,Unknown,/computer-pc-game-hardware-d/
Uninterrupted Power Supply,Unknown,/battery-backup-ups/
Memory Cards,Unknown,/computer-memory-cards/
Video Projectors,Unknown,/video-projectors-d/
